"ID","text"
"Health00863","I am having running nose"
"Health00864","I have a pain in my stomach"
"Health00865","I feel a soreness in my knees when I walk"
"Health00866","when i raise my hand i feel pain in my shoulder."
"Health00867","I feel a pain in my back when I sit on a chair for long."
"Health00868","my hair falling out"
"Health00869","I can't carry anything I have a pain in my shoulder"
"Health00870","there pain in my foot"
"Health00871","I have a dry skin"
"Health00872","I feel suicidal."
"Health00873","My television and computer seem out of focus even though I have new glasses."
"Health00874","I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus."
"Health00875","I complain alot with my neck pain and i really need to be better"
"Health00876","i feel cold"
"Health00877","I get clusters of pimples on my face that never go away."
"Health00878","It feels like I can't take a deep breath"
"Health00879","My hair is falling when I am combing it."
"Health00880","I have a painful cramp in my feet"
"Health00881","My head gets dizzy when I try to get up."
"Health00882","i cant breathe"
"Health00883","i feel pain in my foot"
"Health00884","I'm having a hard time reading because the letters are all fuzzy"
"Health00885","When I do hard exercises I feel great pain in my muscles."
"Health00886","I feel a sharp pain in my ankle joint when I stand."
"Health00887","I'm suffering from sharp cough Accompanied by  phlegm"
"Health00888","Chronic disease of hair follicles and sebaceous glands"
"Health00889","I feel discomfort throughout the body in general"
"Health00890","I have tried to relief it but I can't"
"Health00891","Chronic bowel Pain"
"Health00892","I sliced myself deeply with a knife while I was cooking"
"Health00893","I feel dizzy and out of sight"
"Health00894","I have tried to make massage on my foot but they still pain me"
"Health00895","I have a cut that has become red and oozes puss."
"Health00896","I complain alot with skin allergy"
"Health00897","I feel like l fell in hot water"
"Health00898","I've tried reading books, but nothing can cheer me up."
"Health00899","i have pain like needles in my joints."
"Health00900","when i wake up in the morning i feel dizzy"
"Health00901","I notice a lot more hair coming out than usual when I brush my hair"
"Health00902","My foot is hurting so much."
"Health00903","I've noticed my hair falling out a lot lately."
"Health00904","My shoulder aches when I try to lift five pounds."
"Health00905","My hair always falls out and i have lost a lot of hair lately"
"Health00906","I had internal pain and gases when I ate indian spicy food yesterday"
"Health00907","Every time I make an effort, I felt dizzy."
"Health00908","I feel like I can hardly breathe unless I get what's in my lungs out"
"Health00909","My body feels like it's in a refrigerator."
"Health00910","I cut my foot at the pool and it breaks open every day when I walk on it."
"Health00911","I wish this excruciating feeling of loss could go away."
"Health00912","When I'm too high I start to feel dizzy"
"Health00913","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health00914","My joints feel swollen"
"Health00915","I have a rash on my skin"
"Health00916","I feel a sharp pain in the stomach after eating"
"Health00917","My body feels weak although I eat a lot, why?"
"Health00918","My muscles feel tired"
"Health00919","I have a pain in my muscle"
"Health00920","I can't walk well I have an ache in my foot"
"Health00921","My body feels weak although I take my vitamins regularly."
"Health00922","i have a problem in my middle ear made by infection"
"Health00923","There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens."
"Health00924","I have the impression of having no strength in my body"
"Health00925","What helps cuts heal faster?"
"Health00926","I have a rash and it itches very bad."
"Health00927","Something dark is there on my arm"
"Health00928","My sore isn't healing well and it's been like this for two weeks."
"Health00929","When i'm awake in the morning I feel strange and have vertigo"
"Health00930","My heart is pumping fast and I'm having a hard time to breath."
"Health00931","It feels like my heart is going to leap out of my body. It hurts."
"Health00932","What's the symptoms of appendicitis?"
"Health00933","My ear is ringing."
"Health00934","I have constant stomach pain and bloating."
"Health00935","My heart feels like it's going to explode."
"Health00936","After a breakup  I feel something strange in me."
"Health00937","I have some terrible problems when i'm breathing during the night."
"Health00938","My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
"Health00939","Mr hair is falling out just by combing it."
"Health00940","My acne is really embarassing. It's so read."
"Health00941","After eating  I have burning sensation inside of me."
"Health00942","I cannot get warm no matter how much I wrap up or how high I put the heating on"
"Health00943","After playing tennis,  I had a powerful sensation close to my neck"
"Health00944","My stomach feels full and upset  and bloating after big meals."
"Health00945","My acne itches and oozes."
"Health00946","I have an ear ache when showering"
"Health00947","I have shoulder pain when I try to carry my groceries."
"Health00948","I have terrible pain in my heart"
"Health00949","The warming system of my house is broken and  feel so cold"
"Health00950","I can't sleep I have a hard cough"
"Health00951","My shoulder has agreat pain"
"Health00952","I could not exercise because of my knee pain"
"Health00953","I feel joint pain every time I move"
"Health00954","My hair is falling out after I take a shower."
"Health00955","When I was young I had an injury from sports in my knee."
"Health00956","Annoyance starts suddenly, often after an injury or exercise."
"Health00957","I have a dry throat"
"Health00958","I have shooting pain in my kneecap after working out."
"Health00959","The crushing sensation on my heart leaves me breathless."
"Health00960","When I stand up, I feel like I'm going to fall down instantly"
"Health00961","I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
"Health00962","I feel pain in my shoulders when I write on the keyboard."
"Health00963","My knee hurts when I play squash"
"Health00964","My knee is hurting so badly."
"Health00965","chronic disease of hair follicles and sebaceous glands."
"Health00966","I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again."
"Health00967","I feel cold and chills even though my clothes are heavy"
"Health00968","i feel pain in my body"
"Health00969","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
"Health00970","i have a great pain in my thorax from heart injury"
"Health00971","When I tried to be warm and wear more clothes I found that I was still cold"
"Health00972","I have a foot ache although I don't walk a lot."
"Health00973","My stomach aches when I eat hot food, why?"
"Health00974","My knee hurts when I walk"
"Health00975","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
"Health00976","I am worried how cold intolerant I am, I am always shivering, even out in the sun."
"Health00977","My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected."
"Health00978","I feel pain in my ears with tinnitus"
"Health00979","I feel pain in my throat"
"Health00980","I suffered a deep wound in my hand and I can not stop the bleeding"
"Health00981","Every time I look to left I feel a sharp pain in my neck."
"Health00982","I can't stand up, I feel my brain is moving inside my skull."
"Health00983","I can't stop coughing"
"Health00984","I feel cold and chills even though my clothes are heavy"
"Health00985","I have pimples on my back."
"Health00986","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
"Health00987","My head ache since I woke up this morning."
"Health00988","I've got a hard time to breath- am I having a heart attack?"
"Health00989","heart aches so much"
"Health00990","I feel like something is squeezing my lungs."
"Health00991","My body feels weak although I take my vitamins regularly."
"Health00992","laceration, rupture or opening in the skin"
"Health00993","When I stand up too quickly I start to feel dizzy and light-headed"
"Health00994","My cough is very heavy and I have mucus."
"Health00995","I can't work good I have a pain in my knee"
"Health00996","Every time it rains I get hives on my belly and sides."
"Health00997","i have a problem in my middle ear made by infection"
"Health00998","my shoulder is hurting me"
"Health00999","My ankle joint throbs when I put pressure on my foot."
"Health01000","My cut yellow or greenish-colored pus"
"Health01001","My neck has been sore since the accident."
"Health01002","i have whooping cough with excess mucous, need mucolytic."
"Health01003","The arches of my feet hurt when I wear heels"
"Health01004","i can't ride my car at night because i have blurry vision."
"Health01005","When I stand up, I feel like I'm going to fall down instantly"
"Health01006","My body feels like it's in a refrigerator."
"Health01007","I can't walk because i have a great foot ache"
"Health01008","My back hurts me and i can't bend it or walk"
"Health01009","I feel cold and chills even though my clothes are heavy"
"Health01010","I hardly have enough stength to get up,"
"Health01011","I have a back pain since I turned 70 years old."
"Health01012","I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better."
"Health01013","My foot hurts and I can't turn it.  Maybe it's broken."
"Health01014","My joints ache whenever it is cold"
"Health01015","Since I went into the forest  I have pain on my ear"
"Health01016","I have a powerful pain inside my neck"
"Health01017","There is pain in my joints. I can not bear pain"
"Health01018","I think there's something wrong with my wound, it does not seem to heal like it should."
"Health01019","My knee doesn't want to bend well."
"Health01020","After a breakup  I feel something strange in me."
"Health01021","I have a sharp pain in my lower stomach."
"Health01022","My body feels weak after my first day in the gym, why?"
"Health01023","My skin is itchy and inflamed"
"Health01024","It hurts when I raise my arm up"
"Health01025","surgical wounds red, firing pus, painful and hot to the touch"
"Health01026","I can`t stop coughing."
"Health01027","I was kicked in the head playing soccer last night."
"Health01028","Whenever I stand up I feel dizzy."
"Health01029","I have tried to relief it but I can't"
"Health01030","i feel cold"
"Health01031","I feel dizzy after doing a muscular effort."
"Health01032","I feel pain in my head with a vertigo"
"Health01033","i cant sleep because of cough"
"Health01034","I feel great pain in my feet after playing one of the sports games"
"Health01035","I feel a sharp pain in my stomach"
"Health01036","there is acne on my face"
"Health01037","I have a dry throat"
"Health01038","When I walk I get a stabbing pain in the top of my foot"
"Health01039","I feel pain in my throat"
"Health01040","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
"Health01041","i have a problem in seeing objects it is too difficult to see"
"Health01042","When I tried to answer the phine call I found that I can't hear the voice of the speaker"
"Health01043","I have a wound between my toes that gets better overnight and then reopens ever day when I wear dress shoes to work."
"Health01044","I feel pain in my back"
"Health01045","My cut yellow or greenish-colored pus"
"Health01046","I've noticed my hair falling out a lot lately."
"Health01047","At first it feels really numb, but then a thousand needles start to prick through my foot."
"Health01048","i have a hard pain in my stomach"
"Health01049","When I drink a lot, I get a headache"
"Health01050","I have pain in my colon and my stomach like something cutting it"
"Health01051","I have a very rash sensation close to my arms"
"Health01052","I have some terrible problems when i'm breathing during the night."
"Health01053","I hit myself and the would doesn't want to heal"
"Health01054","my cbc report indicate 10 hb, i feel tired of little work."
"Health01055","When I stand up too quickly I feel as though I'm going to faint."
"Health01056","I can't stand with this horrible feeling in my shoulder"
"Health01057","i have a strong shoulder pain"
"Health01058","I feel so sore in my stomach area."
"Health01059","i can't breath because of  Cough"
"Health01060","I must see a doctor i have an open wound"
"Health01061","The pain in my back dwwls like a sharp knife in it"
"Health01062","I have a powerful pain inside my neck"
"Health01063","It hurts when I raise my arm up"
"Health01064","There is a sharp pain in my calve."
"Health01065","Need to scratch my skin every minute"
"Health01066","My heart is beating fast and it scares me."
"Health01067","i was injured during football match, i was diagnosed with Cruciate ligament"
"Health01068","My daughter had her ears pierced and one of her ear lobes is bright red and burning hot."
"Health01069","surgical wounds red, firing pus, painful and hot to the touch"
"Health01070","I can hardly move my neck.  It hurts."
"Health01071","My hair is coming out in chunks, especially when I wash it"
"Health01072","I feel pain in my joint after an injury in the last football match I played."
"Health01073","I feel dizzy when i make sudden movements"
"Health01074","When I wake up in the morning I feel a soreness in my body"
"Health01075","I have an indigestion"
"Health01076","There is pain in my joints. I can not bear pain"
"Health01077","My joints ache whenever it is cold"
"Health01078","I can`t stop coughing."
"Health01079","I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns."
"Health01080","I feel a bone-on-bone pain in my knees when I climb stairs."
"Health01081","Can't keep focus"
"Health01082","A terrible fall in hair"
"Health01083","When I walk it's hard to breath."
"Health01084","My hair is coming out in chunks, especially when I wash it"
"Health01085","I can hardly move my neck.  It hurts."
"Health01086","I have a dull ache in  my lower back which makes it difficult to move"
"Health01087","When I eat too much sugar my body gets weak and dizzy."
"Health01088","i have a great pain in my foot like thrombing pain with relaxing my pain releif"
"Health01089","I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns."
"Health01090","I've been feeling very sad lately"
"Health01091","When I stand up too quickly I feel as though I'm going to faint."
"Health01092","A terrible fall in hair"
"Health01093","I feel a bone-on-bone pain in my knees when I climb stairs."
"Health01094","I get an ear ache when it is cold"
"Health01095","When I eat sugar I notice my vision blurs."
"Health01096","My joints ache whenever it is cold"
"Health01097","I feel like there is something swollen and inflamed at the back of my knee."
"Health01098","My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
"Health01099","I feel like I've always got something in my throat"
"Health01100","My wound opened up again"
"Health01101","It started as a tinnitus, but today the pain is throbbing and unbearable."
"Health01102","my shoulder is hurting me"
"Health01103","I feel fluid trying to come up when I cough."
"Health01104","I feel severe itching in the skin with redness"
"Health01105","The feeling of coughing increases in winter's reach"
"Health01106","All of a sudden I felt dizzy when I stood up."
"Health01107","My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected."
"Health01108","I have a wound between my toes that gets better overnight and then reopens ever day when I wear dress shoes to work."
"Health01109","I feel sad like hurt or pain"
"Health01110","There is a constant tickle in my throat"
"Health01111","My hair is falling out in huge amount"
"Health01112","i have a problem in my back i cannot extend it"
"Health01113","My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected."
"Health01114","I feel deep Tingling when I touch Acne followed by bad sensation"
"Health01115","I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold."
"Health01116","It hurts when I bent my arm"
"Health01117","I feel dizzy when i make sudden movements"
"Health01118","Stomach pain after drinking milk"
"Health01119","I think there's something wrong with my wound, it does not seem to heal like it should."
"Health01120","I have a sharp pain in my ear"
"Health01121","I feel like there is something swollen and inflamed at the back of my knee."
"Health01122","When I walk it's hard to breath."
"Health01123","When I stand up too quick my vision is blurry."
"Health01124","I feel a bone-on-bone pain in my knees when I climb stairs."
"Health01125","Since I went into the forest  I have pain on my ear"
"Health01126","When I stand up too quickly I feel as though I'm going to faint."
"Health01127","When I carry heavy things i feel like breaking my back"
"Health01128","My hair is falling out after I take a shower."
"Health01129","My infected wound caused a fever"
"Health01130","I walk every day but now I get short of breath after going only a short way."
"Health01131","I am always cold, even when I am wearing layers"
"Health01132","Chronic bone disease at the level of the doubles of the lower Estremidades"
"Health01133","I tried alot of cream but i still feel the same skin problem"
"Health01134","i can't rotate my neck"
"Health01135","I have this strange rash on my arm."
"Health01136","When my grand father died I felt a hard emotional pain"
"Health01137","I have a headache every time I eat ice cream"
"Health01138","I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it."
"Health01139","There feels like a swollen knot at my shoulderblade with pain shooting from that"
"Health01140","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health01141","There is a sharp pain in my bicep"
"Health01142","i can hardly breathe"
"Health01143","The arches of my feet hurt when I wear heels"
"Health01144","It hurts when I bent my arm"
"Health01145","My hair is falling out in huge amount"
"Health01146","I cannot bear this squeezing sensation I have in my chest."
"Health01147","When I tried to answer the phine call I found that I can't hear the voice of the speaker"
"Health01148","I have dark spots on my skin"
"Health01149","I feel pain in my joint after an injury in the last football match I played."
"Health01150","I feel back pain when I carry heavy things"
"Health01151","Every time it rains I get hives on my belly and sides."
"Health01152","I have severe shoulder pain"
"Health01153","I have a foot ache after running 500m with my running shoes."
"Health01154","The joints in my fingers are painful in the morning."
"Health01155","i have severe dry cough"
"Health01156","i have pain like needles in my joints."
"Health01157","i feel sad"
"Health01158","I can't walk well I have an ache in my foot"
"Health01159","My knee hurts when I walk"
"Health01160","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
"Health01161","I used alot of pain killer to get better but i still feel the same back pain"
"Health01162","My back is hurting so much."
"Health01163","Sometimes my body feels week without reason"
"Health01164","I can't walk well I have an ache in my foot"
"Health01165","having difficulty moving my knee"
"Health01166","My hair always falls out and i have lost a lot of hair lately"
"Health01167","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health01168","I have a headache almost every day"
"Health01169","Have severe cold and cough"
"Health01170","i have severe dry cough"
"Health01171","I feel pain inside and I can not identify it"
"Health01172","My foot is hurting so much."
"Health01173","My ankle joint throbs when I put pressure on my foot."
"Health01174","Even if the temperature is high in the house,  my body is always cold"
"Health01175","I hit my head at the basketball game.  Could I have a concussion?"
"Health01176","When I get out of bed in the morning my body feels very weak."
"Health01177","I cut myself and I'm bleeding."
"Health01178","My face is all broken out with pimples."
"Health01179","What's the symptoms of appendicitis?"
"Health01180","I've been over my cold for weeks but still cough every day."
"Health01181","Every morning when I wake up my neck feels like I slept on in wrong."
"Health01182","My cut yellow or greenish-colored pus"
"Health01183","I get i joint pain when i try to bend my leg or my arm"
"Health01184","My hair is falling when I am combing it."
"Health01185","When I brush my hair I notice big clumps of hair coming out in the brush."
"Health01186","I have a dry skin"
"Health01187","I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache."
"Health01188","when i get up, i feel dizzy and fall down."
"Health01189","I feel a lot of pain in the joints."
"Health01190","I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger."
"Health01191","My hair always falls out and i have lost a lot of hair lately"
"Health01192","My throught is so sore."
"Health01193","i have severe dry cough"
"Health01194","I feel pain in the knee"
"Health01195","The joints in my fingers are painful in the morning."
"Health01196","My knee catches and hurts when I first stand up after sitting."
"Health01197","When I stand up too quickly I start to feel dizzy and light-headed"
"Health01198","When I tried to be warm and wear more clothes I found that I was still cold"
"Health01199","I can't stand with this horrible feeling in my stomach"
"Health01200","I'm not good i feel dizzy"
"Health01201","When I stand up, I feel like I'm going to fall down instantly"
"Health01202","When I do hard exercises I feel great pain in my muscles."
"Health01203","My foot hurts me a lot of playing football"
"Health01204","I have tried to relief it but I can't"
"Health01205","i feel cold"
"Health01206","I feel a tightness in my chest"
"Health01207","i was playing football and injuried with joint pain."
"Health01208","When I play football I have muscle pain."
"Health01209","I have a break in the skin between my thumb and index finger and it will not close."
"Health01210","i cant breathe"
"Health01211","I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
"Health01212","I feel suicidal."
"Health01213","I feel heart pain when I walk a lot"
"Health01214","My ear ache when I'm listening to music."
"Health01215","I get breakouts on my chest with red patches that get more intense when i get hot."
"Health01216","My knees ache on cold and rainy days."
"Health01217","my hair falling out"
"Health01218","my heart hurts me"
"Health01219","I have a split on my thumb that will not heal."
"Health01220","i can't move my leg, there is pain in the joint"
"Health01221","I feel congestion in my chest"
"Health01222","i feel pain in my back"
"Health01223","I think my body temperature is very low."
"Health01224","My stomach aches after I drink any soda drink, why?"
"Health01225","I have a blurry vision after my head was hit yesterday."
"Health01226","I had a sharp pain in my stomach"
"Health01227","I have a rash and it itches very bad."
"Health01228","I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
"Health01229","I have a dull ache in  my lower back which makes it difficult to move"
"Health01230","After eating  I have burning sensation inside of me."
"Health01231","My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to."
"Health01232","I knocked my foot and it really hurts."
"Health01233","I think there's fluid in my ears."
"Health01234","My joints ache whenever it is cold"
"Health01235","Sharp pain and heavy breathing"
"Health01236","I have a powerful pain inside my neck"
"Health01237","I can hardly move my neck.  It hurts."
"Health01238","My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped."
"Health01239","My knees seem to grind as I go up or down stairs."
"Health01240","I get an ear ache when it is cold"
"Health01241","There is an injured person"
"Health01242","I was very active in sports but now my body is feeling pain."
"Health01243","I cut myself and I'm bleeding."
"Health01244","My head hurts and I lose the sensation in my face, then lose sight in my eye"
"Health01245","I have a sharp pain in my lower stomach."
"Health01246","It feels like my heart is going to leap out of my body. It hurts."
"Health01247","I'm having a hard time hearing."
"Health01248","When I eat sugar I notice my vision blurs."
"Health01249","There is a tingling sensation in my neck."
"Health01250","My sore isn't healing well and it's been like this for two weeks."
"Health01251","There is pain in my joints. I can not bear pain"
"Health01252","I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns."
"Health01253","My right shoulder clicks when I move my arm."
"Health01254","I feel great pain in the head"
"Health01255","I am worried how cold intolerant I am, I am always shivering, even out in the sun."
"Health01256","There is a constant tickle in my throat"
"Health01257","My skin color on my back is red, I don't know why."
"Health01258","My muscles feel tired"
"Health01259","my head hurts me badly"
"Health01260","I have a rash on my skin"
"Health01261","I feel like the world goes round and round"
"Health01262","I've tried reading books, but nothing can cheer me up."
"Health01263","I have general discomfort in my torso."
"Health01264","I've noticed my hair falling out a lot lately."
"Health01265","i have a very bad cough"
"Health01266","I toppled over while jumping to catch the ball."
"Health01267","I feel back pain when I carry heavy things"
"Health01268","My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected."
"Health01269","I feel sad like hurt or pain"
"Health01270","I feel pain in my ears with tinnitus"
"Health01271","After an hard working day I have foot ache"
"Health01272","I feel pain in my throat"
"Health01273","My wound opened up again"
"Health01274","I get i joint pain when i try to bend my leg or my arm"
"Health01275","My face is all broken out with pimples."
"Health01276","There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog."
"Health01277","My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected."
"Health01278","there is a red stain in my skin"
"Health01279","I have a lot of knee pain whenever I go running."
"Health01280","I have a back pain since I fell on the floor."
"Health01281","I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up."
"Health01282","I have a foot ache in winter, or when it feels cold, why?"
"Health01283","Annoyance starts suddenly, often after an injury or exercise."
"Health01284","i am feeling so dizzy, body is so fragile."
"Health01285","My chest break out with red pimples and whiteheads."
"Health01286","I was very active in sports but now my body is feeling pain."
"Health01287","When i'm awake in the morning I feel strange and have vertigo"
"Health01288","I've been over my cold for weeks but still cough every day."
"Health01289","After eating  I have burning sensation inside of me."
"Health01290","Can't keep focus"
"Health01291","standing less than five minutes and my back start to ache"
"Health01292","A terrible fall in hair"
"Health01293","When I remember her I feel down"
"Health01294","My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected."
"Health01295","I visited many doctors but they can't find the right treatment toget my hair back"
"Health01296","When I go to sleep I am feeling cold"
"Health01297","My right shoulder clicks when I move my arm."
"Health01298","I have severe shoulder pain"
"Health01299","My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
"Health01300","When I tried to answer the phine call I found that I can't hear the voice of the speaker"
"Health01301","I must see a doctor i have an open wound"
"Health01302","Need to scratch my skin every minute"
"Health01303","my cbc report indicate 10 hb, i feel tired of little work."
"Health01304","Every time I take a deep breath I start coughing"
"Health01305","I feel pain in my joint after an injury in the last football match I played."
"Health01306","Stomach pain after drinking milk"
"Health01307","It's hard to see things"
"Health01308","I feel great pain in the head"
"Health01309","I had a sharp pain in my stomach"
"Health01310","There is a sharp pain in my ear whenever I do this."
"Health01311","I cannot bear this squeezing sensation I have in my chest."
"Health01312","My wound opened up again"
"Health01313","I have pain in my colon and my stomach like something cutting it"
"Health01314","I feel deep Tingling when I touch Acne followed by bad sensation"
"Health01315","I have an indigestion"
"Health01316","i can't breath because of  Cough"
"Health01317","I have dark spots on my skin"
"Health01318","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
"Health01319","I feel dizzy when i make sudden movements"
"Health01320","My daughter had her ears pierced and one of her ear lobes is bright red and burning hot."
"Health01321","After walking I have some pain under my foot"
"Health01322","My ear is ringing."
"Health01323","I cough a lot when I smell perfume, what is wrong with my lungs?"
"Health01324","My knee hurts when I play squash"
"Health01325","I have some terrible problems when i'm breathing during the night."
"Health01326","After a breakup  I feel something strange in me."
"Health01327","My shoulder hurts when I try to reach something above my head."
"Health01328","I have a rash and it itches very bad."
"Health01329","When i'm doing sport I have pain under my skin"
"Health01330","My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
"Health01331","When I walk up a flight of stairs, my right knee hurts."
"Health01332","I have general discomfort in my torso."
"Health01333","My cough is very heavy and I have mucus."
"Health01334","I feel pain in my throat"
"Health01335","i feel pain in my knee"
"Health01336","I feel pain in my back"
"Health01337","my shoulder is hurting me"
"Health01338","I have severe shoulder pain"
"Health01339","fell skull is cracked like nuts"
"Health01340","i was travelling by ship and i feel dizzy."
"Health01341","I got acne when I ate chili"
"Health01342","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health01343","I feel a great pain in my shoulder when i try to lift something heavy"
"Health01344","When I force my eyes to view I have blurry vision."
"Health01345","I do not know why I feel cold"
"Health01346","The warming system of my house is broken and  feel so cold"
"Health01347","My shoulder has agreat pain"
"Health01348","stiffness inability to look right or left except by moving the whole body"
"Health01349","I feel a soreness in my knees when I walk"
"Health01350","Every time I comb my hair there are so many hair in my comb."
"Health01351","My chest acne breaks out and never clears up."
"Health01352","When I play football I have muscle pain."
"Health01353","My hair is falling out after I take a shower."
"Health01354","When I played football I dislocated my shoulder"
"Health01355","I am always cold, even when I am wearing layers"
"Health01356","I have a hard muscle pain since i went to the gym"
"Health01357","when i extend my leg there is pain in knee joint"
"Health01358","I have a great stomach ache and i can't eat any thing"
"Health01359","I cannot breathe because of this dull ache below my left shoulder."
"Health01360","I feel a pain in my back when I sit on a chair for long."
"Health01361","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health01362","I have some pain when i'm walking around my knees"
"Health01363","There are lots of hairs on my pillow in the morning."
"Health01364","When I play sports  I have some burning sensation in my spine"
"Health01365","I have a dull ache in my stomach.  It gets worse after I eat."
"Health01366","I can't hear out of my ear properly, I feel like there is something in it causing irritation."
"Health01367","I can hardly move my neck.  It hurts."
"Health01368","It feels like my heart is going to leap out of my body. It hurts."
"Health01369","I'm having a hard time hearing."
"Health01370","I have shooting pains up and down my back."
"Health01371","I think there's fluid in my ears."
"Health01372","Even if the temperature is high in the house,  my body is always cold"
"Health01373","My acne is really embarassing. It's so read."
"Health01374","My sore isn't healing well and it's been like this for two weeks."
"Health01375","My head hurts in the back and the pain lasts all day."
"Health01376","I have a rash and it itches very bad."
"Health01377","My heart feels like it's going to explode."
"Health01378","Is pimples a skin disease?"
"Health01379","After playing tennis,  I had a powerful sensation close to my neck"
"Health01380","My hair is falling out in bunches."
"Health01381","My shoulder hurts when I try to reach something above my head."
"Health01382","I knocked my foot and it really hurts."
"Health01383","I have a scab on the back of my hand that just won't go away."
"Health01384","I have a cut that is red and swollen."
"Health01385","My skin is very dry and peeling."
"Health01386","I have a dull ache in  my lower back which makes it difficult to move"
"Health01387","I have a sharp pain in my lower stomach."
"Health01388","Even though I'm an adult my face keeps breaking out in pimples."
"Health01389","I have front head pain and when I get it the light bothers me."
"Health01390","I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate."
"Health01391","I'm having a hard time hearing."
"Health01392","I think there's something wrong with my wound, it does not seem to heal like it should."
"Health01393","When I stand up too quickly I feel as though I'm going to faint."
"Health01394","My heart is beating fast and it scares me."
"Health01395","I have a dull ache in my head"
"Health01396","I can't carry anything I have a pain in my shoulder"
"Health01397","I walk every day but now I get short of breath after going only a short way."
"Health01398","i feel head ache"
"Health01399","I travelled by plane a few days ago and this time during landing my ears remained clogged and painful."
"Health01400","His infected wound was beginning to rot."
"Health01401","I have an open wound in my arm"
"Health01402","My body feels weak and I tried to make it relax but it stills pain me"
"Health01403","I feel very weak in my body"
"Health01404","I have throbing in my shoulder"
"Health01405","I feel depressed when I see my hair falling out"
"Health01406","It is hard to breath when I am in the underground metro station, why?"
"Health01407","I'm having a hard time reading because the letters are all fuzzy"
"Health01408","I feel a huge emotional pain after I broke up with my girlfriend."
"Health01409","My head gets dizzy when I try to get up."
"Health01410","My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected."
"Health01411","I could not exercise because of my knee pain"
"Health01412","I have difficulty in breathing in crowded places."
"Health01413","my child has cough all night, she can't sleep"
"Health01414","I have a back pain since I turned 70 years old."
"Health01415","I feel like something is squeezing my lungs."
"Health01416","I feel pain in the knee"
"Health01417","My ankle joint throbs when I put pressure on my foot."
"Health01418","I always feel like I have menstrual pains even if I don't have my period."
"Health01419","In highschool I had a lot of acne."
"Health01420","I have a red rash that is itchy on my skin"
"Health01421","i have pain like needles in my joints."
"Health01422","My foot had been aching since last Tuesday."
"Health01423","I couldn't stop shaking or unclench my jaw, that's how cold I was."
"Health01424","longitudinal burning line across back with hard respiratory movements"
"Health01425","I feel aching on my insides."
"Health01426","My hair always falls out and i have lost a lot of hair lately"
"Health01427","My neck has been sore since the accident."
"Health01428","I have a headache almost every day"
"Health01429","i have a migrain and i took panadol but it doesnÕt help"
"Health01430","My back hurts a lot when I bend"
"Health01431","My chest hurts when I go to take a breath"
"Health01432","Have severe cold and cough"
"Health01433","My kee is swallowing which indicates i have an infected wound"
"Health01434","i feel sad"
"Health01435","I'm very worried that I'll go bald soon. Am I very sick?"
