"ID","text"
"Travel04560","@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot"
"Travel04561","@SouthwestAir following. Thank you."
"Travel04562","@SouthwestAir would someone please DM me the customer relations number. The website has only customer service."
"Travel04563","@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it"
"Travel04564","@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy"
"Travel04565","@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed"
"Travel04566","@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?"
"Travel04567","@SouthwestAir It's all good. Thanks!"
"Travel04568","@SouthwestAir thank you :)"
"Travel04569","@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight"
"Travel04570","@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!"
"Travel04571","@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh..."
"Travel04572","@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?"
"Travel04573","@SouthwestAir any word when the customer relations department will open back up?"
"Travel04574","@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊"
"Travel04575","@SouthwestAir  Just left there  Friday!"
"Travel04576","@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀"
"Travel04577","@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :)"
"Travel04578","@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!"
"Travel04579","@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40"
"Travel04580","@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go"
"Travel04581","@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable"
"Travel04582","@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights."
"Travel04583","@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!"
"Travel04584","@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome"
"Travel04585","@SouthwestAir been all up and down the area where the pic was taken and don't see any albums."
"Travel04586","@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can"
"Travel04587","@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out."
"Travel04588","@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?"
"Travel04589","@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH"
"Travel04590","@SouthwestAir honesty should always be the policy"
"Travel04591","@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days."
"Travel04592","@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv"
"Travel04593","@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity"
"Travel04594","@SouthwestAir any deals to orlando in April/may??"
"Travel04595","@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ"
"Travel04596","@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P"
"Travel04597","@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule."
"Travel04598","@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!"
"Travel04599","@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/"
"Travel04600","@SouthwestAir prove it"
"Travel04601","@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!"
"Travel04602","@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations"
"Travel04603","@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa"
"Travel04604","@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?"
"Travel04605","Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp"
"Travel04606","@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that."
"Travel04607","@SouthwestAir no fare giving out clues.  In route now."
"Travel04608","@SouthwestAir telling my Fam in Vegas now. :)"
"Travel04609","@SouthwestAir How many tickets are left?"
"Travel04610","@SouthwestAir thank you!"
"Travel04611","@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7"
"Travel04612","@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL."
"Travel04613","@SouthwestAir Why do you have to be 18 😭"
"Travel04614","@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury."
"Travel04615","@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!"
"Travel04616","@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile..."
"Travel04617","@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D"
"Travel04618","@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action."
"Travel04619","@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!"
"Travel04620","@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?"
"Travel04621","@SouthwestAir are 5 people there?"
"Travel04622","@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl"
"Travel04623","“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW"
"Travel04624","@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons"
"Travel04625","@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH"
"Travel04626","@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?"
"Travel04627","@SouthwestAir Dang, if only practice was an hour Late Flightr today..."
"Travel04628","@SouthwestAir that was supposed to say ""boo"" not book. booo."
"Travel04629","@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather"
"Travel04630","@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises"
"Travel04631","@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?"
"Travel04632","@SouthwestAir really easy for locals to get down to the strip. book."
"Travel04633","@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month..."
"Travel04634","@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove"
"Travel04635","@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it."
"Travel04636","@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow."
"Travel04637","@SouthwestAir how do get priority seating after you already paid for the flight"
"Travel04638","@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
"Travel04639","@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?"
"Travel04640","@SouthwestAir best airline 👌"
"Travel04641","@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!"
"Travel04642","@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!"
"Travel04643","@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb"
"Travel04644","@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David."
"Travel04645","@southwestair watching planes do their thing https://t.co/iItoJhUIKH"
"Travel04646","@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR"
"Travel04647","@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email."
"Travel04648","@SouthwestAir continues to prove to be the best airlines 💪"
"Travel04649","@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons"
"Travel04650","@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149"
"Travel04651","@SouthwestAir thanks!!"
"Travel04652","@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays"
"Travel04653","@SouthwestAir but when do I get my gin &amp; tonic !?!?"
"Travel04654","@SouthwestAir is this a sick joke? #toyingwithouremotions"
"Travel04655","@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????"
"Travel04656","@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!"
"Travel04657","@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!"
"Travel04658","@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel"
"Travel04659","@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans"
"Travel04660","@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty"
"Travel04661","@SouthwestAir done. Sorry, I thought I was already."
"Travel04662","@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?"
"Travel04663","@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!"
"Travel04664","@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice."
"Travel04665","@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home.."
"Travel04666","@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!"
"Travel04667","@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!"
"Travel04668","@SouthwestAir Thanks, you guys are the best"
"Travel04669","@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free."
"Travel04670","@SouthwestAir if only you could control the weather in Las Vegas 😉"
"Travel04671","@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?"
"Travel04672","@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?"
"Travel04673","@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip"
"Travel04674","@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!"
"Travel04675","@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?"
"Travel04676","@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow."
"Travel04677","@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!"
"Travel04678","@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq"
"Travel04679","@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?"
"Travel04680","@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!"
"Travel04681","@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha"
"Travel04682","@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting."
"Travel04683","@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable"
"Travel04684","@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition"
"Travel04685","@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy"
"Travel04686","@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!"
"Travel04687","@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/"
"Travel04688","@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help"
"Travel04689","@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol."
"Travel04690","@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time."
"Travel04691","@SouthwestAir My bag was not shown LUV did not make it to PHL with me."
"Travel04692","@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness"
"Travel04693","@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified."
"Travel04694","@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?"
"Travel04695","@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
"Travel04696","@SouthwestAir nice touch on the passbook integration!"
"Travel04697","@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards..."
"Travel04698","@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport..."
"Travel04699","@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing"
"Travel04700","@SouthwestAir need assistance getting an extension on a flight that has expired."
"Travel04701","@SouthwestAir Awesome. Thanks! You guys rock!"
"Travel04702","@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?"
"Travel04703","@SouthwestAir when can we expect customer service in Dallas to be available"
"Travel04704","@SouthwestAir it eventually arrived. just seemed really slow. :)"
"Travel04705","@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed."
"Travel04706","@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag."
"Travel04707","@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0"
"Travel04708","@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow."
"Travel04709","@SouthwestAir yep. 99.99999999% certain it was on that flight."
"Travel04710","@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood"
"Travel04711","@SouthwestAir I would appreciate that.  Thank you."
"Travel04712","@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?"
"Travel04713","@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail"
"Travel04714","@SouthwestAir Can my wife's RR points be transferred to my RR account?"
"Travel04715","@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her."
"Travel04716","@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
"Travel04717","@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2"
"Travel04718","@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)"
"Travel04719","@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage."
"Travel04720","@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!"
"Travel04721","@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!"
"Travel04722","@SouthwestAir I did. Still haven't heard a thing."
"Travel04723","@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!"
"Travel04724","@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
"Travel04725","@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' ....."
"Travel04726","@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?"
"Travel04727","@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?"
"Travel04728","@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040"
"Travel04729","@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
"Travel04730","@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1"
"Travel04731","@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio"
"Travel04732","@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)"
"Travel04733","@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
"Travel04734","@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek"
"Travel04735","@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek"
"Travel04736","@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek"
"Travel04737","@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek"
"Travel04738","@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek"
"Travel04739","@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|"
"Travel04740","@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
"Travel04741","@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon"
"Travel04742","@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!"
"Travel04743","@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?"
"Travel04744","@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying"
"Travel04745","@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min."
"Travel04746","@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?"
"Travel04747","@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
"Travel04748","@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight"
"Travel04749","@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight."
"Travel04750","@SouthwestAir didn't realize no clothes until at hotel - suggestions?"
"Travel04751","@SouthwestAir may want to direct that to the people at @FurryFiesta tok"
"Travel04752","@SouthwestAir bag in possession but no clothes in bag??"
"Travel04753","@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB"
"Travel04754","@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
"Travel04755","@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?"
"Travel04756","@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢"
"Travel04757","@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward"
"Travel04758","@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime"
"Travel04759","@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?"
"Travel04760","@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable"
"Travel04761","@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out."
"Travel04762","@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable."
"Travel04763","@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
"Travel04764","@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter."
"Travel04765","@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane."
"Travel04766","@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own."
"Travel04767","@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?"
"Travel04768","@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw"
"Travel04769","@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds."
"Travel04770","@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
"Travel04771","@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow."
"Travel04772","@SouthwestAir arrangements to reimburse me for the rental I had to get?"
"Travel04773","@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue"
"Travel04774","@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy"
"Travel04775","@SouthwestAir   Thanks"
"Travel04776","@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help."
"Travel04777","@SouthwestAir have sent you a DM with the details. Thanks!"
"Travel04778","@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia."
"Travel04779","@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
"Travel04780","@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC"
"Travel04781","@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy"
"Travel04782","@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!"
"Travel04783","@SouthwestAir   Are flights going into Dallas this morning?   Thanks"
"Travel04784","@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet"
"Travel04785","@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1"
"Travel04786","@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
"Travel04787","@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons"
"Travel04788","@SouthwestAir yes I was everything worked out great"
"Travel04789","@SouthwestAir show me some love and a companion flight~please and thank you!"
"Travel04790","@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail"
"Travel04791","@SouthwestAir loved it!"
"Travel04792","@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson"
"Travel04793","@SouthwestAir I am in, let's do this!"
"Travel04794","@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)"
"Travel04795","@SouthwestAir you're my early frontrunner for best airline! #oscars2016"
"Travel04796","@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
"Travel04797","@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx"
"Travel04798","@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?"
"Travel04799","@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night."
"Travel04800","@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking"
"Travel04801","@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now."
"Travel04802","@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪"
"Travel04803","@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass."
"Travel04804","@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business."
"Travel04805",".@SouthwestAir Thx for the follow up. Just sent DM"
"Travel04806","@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted"
"Travel04807","@SouthwestAir TY for your consideration!"
"Travel04808","@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me."
"Travel04809","@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over."
"Travel04810","@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
"Travel04811","@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight"
"Travel04812","@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest"
"Travel04813","@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040"
"Travel04814","@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time."
"Travel04815","@SouthwestAir thanks! Very excited to see it :D"
"Travel04816",".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service"
"Travel04817","@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕"
"Travel04818","@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow"
"Travel04819","@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice"
"Travel04820","@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?"
"Travel04821","@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?"
"Travel04822","@SouthwestAir may I have my Companion pass please."
"Travel04823","@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done"
"Travel04824","@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back"
"Travel04825","@SouthwestAir All good... beers and #oscars2015 ar #DIA"
"Travel04826","@SouthwestAir yes, please #companionpass"
"Travel04827","@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night."
"Travel04828","@SouthwestAir luv my companion pass!"
"Travel04829","@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful."
"Travel04830","@SouthwestAir it's ok I was supposed to be in California 5hrs ago"
"Travel04831","@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?"
"Travel04832","@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail."
"Travel04833","@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy"
"Travel04834","@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
"Travel04835","@SouthwestAir thank you!!"
"Travel04836","@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me."
"Travel04837","@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home."
"Travel04838","@SouthwestAir how do I get a companion pass"
