"ID","text",,,
"Religion0328","@harriechristus @Pontifex @Biblebabble @HolyBible_KJB @OldKingJames @biblestationone @Bible_Quotes40 @betterbibles @JewishBible @GodsKingdomCome @godskingdomkeys @GodsKingdom10 @Godskingdomstud @GKBuilders @CGodskingdom @GodKingdoms @GODskingdom8 @keepcalmGodlive @GtzGeneral @GodLives_InMe @GODLivesInUs Because of the evil spirit of hatred controlling your mind you come up with your own opinions.  When you should have asked your Loving Father to tell you.  

https://t.co/tDBZVOn4Uf",,,
"Religion0329","I am the real Hindu, Surviving in real World...
For heartedly prayers devotee that he will Grace me a lots..

I truly belief God will helped me a lot..

Waiting God to reveal the truth...😀😀😀😀😀😀😀😀",,,
"Religion0330","I finished the Don't Settle For Safe Bible reading plan from @YouVersion! Check it out here: https://t.co/pgBajRJytC https://t.co/FN4P0ONcHK",,,
"Religion0331","Atheists and secularists want to make rules for everyone except themselves.",,,
"Religion0332","@eNCA @LindokuhlXulu1 That's what the Bible warns us against. Making gods of people...",,,
"Religion0333","@jericha_throne @realDonaldTrump u know that he’s not christian? And that he obviously isn’t following the bible",,,
"Religion0334","@raman_pandita @MuralisMusic @MLP_officiel And above this my religion is based on solid and logical foundations and not myths and myths such as your false religion that is based on myths that have no foundations based on polytheism with God through belief in false gods that do not exist except in the myths of your books",,,
"Religion0335","Black Christians will defend Christianity by saying it was in Africa before slavery but they read the KJV Bible😂😂😂😂😂😂😂",,,
"Religion0336","@nakwaati You’re the spokesperson of the Bible?",,,
"Religion0337","Labefundisi 🙆🏾‍♂️🙆🏾‍♂️🙆🏾‍♂️🙆🏾‍♂️🤔 They are in court battles more than the bible characters. https://t.co/yQrTDZAKhz",,,
"Religion0338","@shottambabu @Samone59960567 @Antipervcult The one’s you mentioned are not an example of all atheists. That’s my only point.",,,
"Religion0339","@AdebesinZ You are very well ok dear. It will only help make things easier 4u if you have 2 cope wt being a good wife, mother of ur children &amp; managing your career as well. 
Besides, the good book (Bible) says ""Faith calls those things that be not as though they were"". He will find YOU!",,,
"Religion0340","Remember to join us for Bible study tonight from 5:30pm #JCCBibleStudy https://t.co/FRQl2unn7c",,,
"Religion0341","Curious to know where in the bible does it say you should treat lgbtq+ people like shit or where it says you should deny them any legal protection from being treated like shit if not outright murdered like sorry which of these two did Jesus want again XD",,,
"Religion0342","@Louwritetravel @PoliticusSarah And the gargoyle minions. Thousand's of Catholic Churche's await their landing's back on top of them. https://t.co/3jip9arvNB",,,
"Religion0343","NEW SEGMENT ALERT ✨

Introducing #KnowTheWord Wednesday, a quiz to put your Bible knowledge to the test. Drop your answer in the comments and let’s see who the real Bible students are! 🌟

THE GOLDEN RULE
Try studying the Bible first before you google the answer. 😉 https://t.co/t3WkW38eK6",,,
"Religion0344","The True Believers In Almighty God OurFather. Now when I capitalize a phrase or words, it is your responsibility to look up in scripture where this is. I am doing all the work for you’s, but will guide you into proper alignment of THE HOLY LIVING WORD OF GOD(BIBLE). I am outraged",,,
"Religion0345","@reykiya You be bible study teacher before",,,
"Religion0346","@Dominik_S_D @Lupercal777 @gussaturnine @JacksonLotan @nytimes Biden claims to be a catholic",,,
"Religion0347","Pagan Holidays or the Holy Days of God? Link▸https://t.co/jT81glbyJe 
Does it make any difference which days we observe? Does the Bible establish whether we are to keep certain days holy to God? Are Christians are commanded to keep holidays such as Christmas? https://t.co/61YDlz6vrs",,,
"Religion0348","Why do these religious bigots always use the Bible to oppress the LGBTQ+ community? Did they forget what Jesus did for the marginalized? #SOGIEEqualityNow #PassADBNow",,,
"Religion0349","@YusefforPeace No problem: bin the bible https://t.co/7bREPnV7aG",,,
"Religion0350","@franginter No I have not. I know of Alberto Rivera the former Jesuit Priest converted to Christianity who revealed how the Roman Catholic church created islam to fight Jews &amp; Christians to win Jerusalem for the Pope.",,,
"Religion0351","Immediately after this, Jesus insisted that his disciples get back into the boat and cross to …
https://t.co/jGdT8ZlFld",,,
"Religion0352","Bro Atheists are boring, I should stick to riling up anime twitter.",,,
"Religion0353","support your local baptist",,,
"Religion0354","God IS in control!  I choose to trust in Him alone. https://t.co/vDieiK17ZV https://t.co/vvAtof5K8x",,,
"Religion0355","""So he called every one of his lord's debtors [unto him,] and said unto the first, How much owest thou unto my lord?"" ~Luke 16:5 #Bible #Hope #Jesus",,,
"Religion0356","@KediTotosu ""plants grow better if you read bible to them"" 🤣🤣🤣 you are cruel!",,,
"Religion0357","Nothing more pathetic than presidents feigning belief in god and holding ‘religious values’ to appeal to devout Christians, of which are the dumbest people in America.",,,
"Religion0358","It says in the Bible to only think about what’s pure and lovely… So I’ve been thinking about you all day long.",,,
"Religion0359","I think it is Buddha who said this:

Learn from everyone 
Follow no one",,,
"Religion0360","Bible in a year Reading Plan
John 7-8",,,
"Religion0361","@Bridgeanne It's all about abortion laws. That's why the Catholic Latino vote chooses him in surprising numbers too.",,,
"Religion0362","@occultb0t the catholic church is the embodiment of the anti-christ.",,,
"Religion0363","@YaBoiTeru Only after reading a bible🙏",,,
"Religion0364","The Bible says, ""love never fails""

So if it fails, just know it wasn't 
love",,,
"Religion0365","@shottambabu @Samone59960567 @Antipervcult You really think all atheists are the same?",,,
"Religion0366","@LesaPamplin Latinos come from many countries, many socioeconomic backgrounds and  come in various skin tones. Most all do share a catholic culture.  And even that comes with a progressive pope or conservative USA catholic",,,
"Religion0367","I dreamt last night that the Catholic Church was the single biggest investor in Australia's gas storage systems (?!)

#anxietydreams",,,
"Religion0368","I just finished day 10 of the @YouVersion plan 'Trusting God Day by Day Devotional'. Check it out here: https://t.co/zEmqqNsqVW https://t.co/gEiiJ2a7Z2",,,
"Religion0369","This is a Nixon-Kennedy redux and America is going to get its second Catholic president",,,
"Religion0370","“Behold, I am the Lord , the God of all flesh. Is there anything too hard for Me?
Jeremiah 32:27 NKJV

https://t.co/ByLIA31C3f https://t.co/rSEcaRUCQm",,,
"Religion0371","@SuperrWenn @ThatDudeGuy_ Naw! The Bible is clear hun!",,,
"Religion0372","We invite you to listen and study the Pure Words of God written in the Bible. (12th Day Live Mass Indoctrination) 🤟
  #PureDoctrinesOfChrist",,,
"Religion0373","@GoWithGoley @Mystiqu49215835 @taryngracia1 @Maddog4Biden @pinata1138 @Futbolfan4evr @Jennybing53 @baronessMikele @bmcarthur17 @LanceUSA70 @johnny_queer @CatherineResist @SARA2001NOOR @PukeonTrump @RhymesRadical @DamianWolf19 @DruniHeidi @Canada1Proud @HeiermanRobert @INeedaDamnDrink @BlackWidow_WF @BenediktAmrhein @ViscountSean @SpiderQueer @stayceespeaks @GayIronAvenger @WatersOfMarch11 @Richie_Hertz @dr_mellor @thunderbella Thing is the bible never says it’s an apple. Most likely candidates are quince and banana.",,,
"Religion0374","@Ask_Tari Hazvina formula izvi. The bible says when the time is right the Lord will make it happen. So be patient.",,,
"Religion0375","@Catholic_Voldo @sabrina_verita Nicee! Biblical brainpowerr!",,,
"Religion0376","@mattborja @JamesConlee @CSLewisDaily As I'm opening my Bible, ""Me too""",,,
"Religion0377","//my problem with Christians is that the are usually the source of discourse in modern day talks, look at gay rights and trans rights talks these days, it’s filled with Christian talking points of how it’s against the bible 

You as an individual can support these things- https://t.co/huzfkD0A7u",,,
"Religion0378","Stop using one stone to kill two birds. When righteous, keep the righteousness.💯🔋 ""Bible make us to understand things clear!💯🙌🙏",,,
"Religion0379","@Liv44gud @MailOnline Yes, you are using the Bible to validate your own holy book. Sorry that doesn't work for me. Either Jesus is the risen Christ and therefore there is no need for any further revelation, or he is a fraud and the whole edifice of Christianity falls to the ground.  1/2",,,
"Religion0380","Ireland is to remove Catholic symbols from state schools and ensure the school environment reflects the wider community instead of just one faith. 

Join us LIVE from 4pm as we look at the place religion has in schools and share your thoughts. 

#VOIdrivetime https://t.co/8ybCxj0fqE",,,
"Religion0381","“Blessed is the nation whose God is the Lord, the people he chose for his inheritance.” Psalms 33:12 May God Bless You and Yours ~ Kathy and Steve Broussard  https://t.co/dSKPz2SLeo https://t.co/LniYjbIRqE",,,
"Religion0382","Ask Bro. Eli , the Bible Answers #PureDoctrinesOfChrist",,,
"Religion0383","@aproko_doctor Because we're grossly misinterpreting the Bible. Wearing of ""trousers"" is never condemned in the Bible. People judgementally feel good at condemning others in order to look righteous in their self restraint.",,,
"Religion0384","@EscapingAtheism If Catholics understood Catholicism they’d do something about their Priests abusing kids",,,
"Religion0385","if you have a bible verse in your bio im gonna assume 
A: youre a understanding religious person who respects peoples values and lives or
B: youre scum who uses religion to justify everything",,,
"Religion0386","@ForEternalSea Wait preist of R. Catholic? They practice clerical celibacy right?",,,
"Religion0387","Mother Teresa was the founder of the Order of the Missionaries of Charity, a Roman Catholic congregation of women dedicated to helping the poor. Considered one of the 20th Century's greatest humanitarians, she was canonized as Saint Teresa of Calcutta.
https://t.co/tuPNJO12Km https://t.co/2sEElgGq4V",,,
"Religion0388","“Yet in spite of this word, you did not trust [that is, confidently rely on and believe] the LORD your God, who went before you along the way, in fire by night and in a cloud by day, to seek a place for you to make camp and to show you the way in which y… https://t.co/b3ekz6kKN5",,,
"Religion0389","Eliminate the Bible Belt @god",,,
"Religion0390","@kwajjo That be why my name no dey the Bible  inside",,,
"Religion0391","@swedishfish89 @donnadmd @Nadine_Writes Atheists caused more mass murder than any other religious group. That's 100s of millions of deaths. This is despite atheists being a religious minority compared to Islaam and Christianity. Imagine scaling that up proportionately!

According to the encyclopedia of war, 93% of all",,,
"Religion0392","My hope to complete trust in God - Holiness of Saint Maria Faustina #DivineMercy #Catholic #StFaustina https://t.co/K0alIvZW5F https://t.co/EYTNDotuAQ",,,
"Religion0393","@iam_ThePaulo @_KingCas @aproko_doctor The bible is 100% true, factual and accurate. Matt 12 vs 36: And I tell you this, you must give an account on judgment day for every idle word you speak.",,,
"Religion0394","They always have Bible verses in their bio lmaoooo https://t.co/mgkHYiLVGg",,,
"Religion0395","Edited Collection: The Monstrosity of Catholicism https://t.co/cArgJ6REom #CallforPapers",,,
"Religion0396","@prchibanda Trump believes in God? A guy who has lots of sex scandals 🤣There is nothing Christian about that guy in any way.I doubt if he even knows a bible verse.",,,
"Religion0397","@Pokket Jesus Christ that's funny asf 😂😂😂",,,
"Religion0398","The National Council of Churches of Kenya (NCCK) yesterday called for consensus on the proposed referendum to avoid divisions.",,,
"Religion0399","Just posted a photo @ Holy Martyrs of Vietnam Church https://t.co/UgD1bpyJgG",,,
"Religion0400","@pratimathegreat @RiaRevealed @BJP4India @BSKoshyari @CMOMaharashtra Some Protestant (pentocostals) 
 convering people for material benfits. Calling every christians like this make no sense.Hindusim only wroth of rice bag",,,
"Religion0401","@RightWingWatch Which God is he talking about again? It can't be the Christian one - maybe Church of Satan??",,,
"Religion0402","@mazi_fabian @realDonaldTrump Remind me, where in the Bible does it say that Adultery is a christian thing to do?",,,
"Religion0403","@RightWingWatch Oh dear, Sunday is not good gonna be fun for some folks at church.",,,
"Religion0404","Thoroughly disgusted by this. The Gov will help people to die but we cannot have church services which are a source of hope and joy to millions? https://t.co/6eKiUzdNOG",,,
"Religion0405","@RealCandaceO You can still go to church. What are you talking about",,,
"Religion0406","You can all argue and burn each other in your churches for the last FOUR centuries over whether wine or grape juice is the blood of Christ.

I think God wants US to save his Great Creation as He bestowed his faith in Noah.",,,
"Religion0407","@Natsecjeff No it's that they don't realize Judeo-Christian values are also Judeo-Christian-Islamic values.  Because these religions are related, when abortion comes up the Muslims will not side with them lol.",,,
"Religion0408","@RRay_Mugi If you were religious you could choose between catholic, evangelist and islam but over the years it boiled down just to ""religion"" where the christians go and the muslims and atheists go to a class named ""ethics"" where you just get subjects that sound like a midlife crisis",,,
"Religion0409","Question for Christian Twitter

Does God give up on people?",,,
"Religion0410","@QueenOfKiwis @ShugaPro_YT @rolandixor @crow___boy @anenews Evidence That Those Verses Do Not Point to a Conservative Jesus, or Your Bloviating Is the Worthless, Desperate Drivel of a Lost Soul.",,,
"Religion0411","📷 MY MOMENT DECLARING LIFE If you are reading this, I speak this power in your spirit right now in this very moment! Receive and know that the God in your life through Christ Jesus alone has already made (THE WAY) and not just a way for you... https://t.co/7iuboq3V11",,,
"Religion0412","@Olakam05 @Adenuga96141009 So Islam and Christianity have been in Nigeria for 1000 years?",,,
"Religion0413","@Peter_Fitz @AlanBixter Are we going to see you in Church on Sunday, Peter?",,,
"Religion0414","@javeria_younas @bastion_encore Forman Christian College",,,
"Religion0415","@theJeremyVine @realDonaldTrump As a Christian myself, I feel utterly embarrassed by this!",,,
"Religion0416","Colossians 3:1-2 If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God. Set your affection on things above, not on things on the earth.",,,
"Religion0417","Please when going to church on Sundays, Kindly do not leave your brains at home😂",,,
"Religion0418","@Kateofpaint @WorldNe17398879 @LastAmericanG @anenews Wtf has another country got to do with God's/Jesus view on America, look in your own back yard before judging others. Yourl havent stopped judging others but yet you preach that ""the left"" shouldnt, you should go and reflect like a true christian at your own morals.",,,
"Religion0419","@Callme_khare @SaharaReporters @ActionAid @ActionAidUK The churches themselves join to extort the congregation now.
They are also hoodlums.",,,
"Religion0420","@IAmUnphased Knocked me down, and everybody in the church was like speaking and tongues and stuff it was creepy as shit and I was so embarrassed. I hate being the center of attention and I think that’s the reason why.",,,
"Religion0421","@bryant_selena Shining in Christ u are.",,,
"Religion0422","I grew up as a church kiddo and attended a few VBS way back, so here's a quick trivia: 

Shortest verse in the Bible is John 11:35, ""Jesus Wept"".
Longest verse in the Bible is Esther 8:9.

Characters can't fit if I recite the verse :( so eto na lang #YESToSOGIEBill #PassADBNow",,,
"Religion0423","@Prime_CR7 Jesus Christ, y'all should get a life🤦",,,
"Religion0424","@SamuelOmogor @Mochievous If not that I'm a Christian. I would have blamed your mum for not using contraceptive. See the outcome now.",,,
"Religion0425","@TheTweetOfGod So stop it. You're God for Christ's sake",,,
"Religion0426","1 Corinthians 15:3-7 #Bible. 
""That what I received I passed on to you as of first importance: that Christ died for our sins according to the Scriptures, that he was buried that he was raised on the third day according to the Scriptures, and that he appeared  to Peter, #Bible",,,
"Religion0427","""The Lame Beggar Healed"":

6 But Peter said, 'I have no silver and gold, but what I do have I give to you. In the name of Jesus Christ of Nazareth, rise up and walk!' 
7 And he took him by the right hand and raised him up, and immediately his feet and ankles were made strong",,,
"Religion0428","@Paula_White Glory Hallelujah Hallelujah Hallelujah to the MOST HIGH GOD JEHOVAH through JESUS CHRIST my SAVIOR and KING Amen🌟🌟🌟🌟",,,
"Religion0429","@anenews Cult members, NOT, Christians!  #cantfixstupid",,,
"Religion0430","The privilege of Morning Prayer is an opportunity to say to God, ""Look! Do you see this? Do you see what is happening here? Transform pain into joy, fear into freedom, deceit into wisdom""
Praying:
for the day and its tasks
for the world and its needs
for the Church and her life",,,
"Religion0431","The Amaras Cathedral is located in Artsakh (NK). It is a monument of Armenian apostolic church found un 4th century AD by St. Gregory the Enlightener.
#AtrsakhIsArmenia
#StopAzerbaijaniAggression 
#StopAzeriWarCrimes
#PeaceforArmenians https://t.co/I5TrGiorrS",,,
"Religion0432","@DougMamvura There are many things we could say about Catholics, Methodist,Zaoga and of course prophets but most of what we say is not helpful bcoz it does not come from a point of Love. We are all decieved in some area but we belong to Christ and are under transformation.",,,
"Religion0433","✔#JESUS_CHRIST is Lord of Justice 🙏🙏🙏 https://t.co/r5AeEEQJyq",,,
"Religion0434","@prayerfeathers @NYGovCuomo When it come to covering one's face - that would be the Muslim way. It is not the way of followers of Christ &amp; Christianity.",,,
"Religion0435","jesus fucking christ it sounds like a real baby nooooo",,,
"Religion0436","@davidkurten @Mimi190447 Is it just Christians that are not allowed to worship?",,,
"Religion0437","@PplOfIndia @khanumarfa @_sabanaqvi Harayana competition Christian muslims one forces to convert others gve rice bag money with bible with heaven confirmed ticket punjab missionaries doing miracles jesus cures cancer in seconds",,,
"Religion0438","@ShellPartDeux @Lianar05 @RealJamesWoods @realDonaldTrump Satan grabbed an ak47 and two stepped and fooled all those Christian ladies with his shiny toys.",,,
"Religion0439","@FriendOfThurlow @ShugaPro_YT @rolandixor @crow___boy @anenews You gonna sit there and tell me

That Jesus doesn't want you to pau Taxes? That he wants church and state as one? You gonna sit there and Christiansplain Jesus' actions that I spent a great deal of time learning about in Sunday school to me?",,,
"Religion0440","@JennaPrice That one’s so white I don’t think it even has Catholics in it.",,,
"Religion0441","@Vibekbhagat1 @RiaRevealed @BJP4India @BSKoshyari @CMOMaharashtra In her bio it is written that she is shiva bhakt, i don't think she is christian",,,
"Religion0442","@AprilDRyan @JoeBiden Doing my church lady full of the Holy Ghost dance.",,,
"Religion0443","@Abhixz2 @DChaurasia2312 Why do want to take christians in dis issue?😦",,,
"Religion0444","The church cannot shine as the light when she’s full of members who are prisoners of the flesh. How long will this continue? Join us by 12pm today to see the light of the gospel here: https://t.co/ZhhTSornhL https://t.co/2m3KHkYsRD",,,
"Religion0445","#StaceyAbrams was cheated out of being Governor so she could help elect a President. 

God is Good and may the church say #AllTheTime 🙏🏾 

“#Georgia the whole day through” https://t.co/vDpPED3vdk",,,
"Religion0446","@LeahAmelia1 Ikr I've never understood how usually the ones pushing to deprive people of their benefits and healthcare and all the things a country should provide to improve the lives of its citizens are the hard right groups with church links - not exactly very Christian of them",,,
"Religion0447","@cjtruth But if I prayed hard and my Episcopalian Church had a prayer circle this weekend and now he won. God is actually on our side !!!! GODWON",,,
"Religion0448","@VivrantThing Same! First time I went to the church I was like okay okayyyyy.",,,
"Religion0449","@critty_boy Cheers Christian 👊🏾",,,
"Religion0450","@KyuThakaRahaHai @AkshatS40699003 @pepisaucahaya @mr_bhati0001 @FJolivet36 What Christian prophets? You’re tryna say that the prophets mentioned in the Bible and all are christian? Is that why they were sent before Jesus and before Christianity?",,,
"Religion0451","One day I want to gather fellow music loving Christians and just share songs we love. Enjoy God’s presence and good company. Maybe throw in some home cake and chicken 😊😌",,,
"Religion0452","@AFCAMDEN @ValyrianScion Does he live in a church? 🤣🤣🤣",,,
"Religion0453","Let us all remember that the Lord Jesus Christ never did lie! #PureDoctrinesOfChrist .",,,
"Religion0454","@MckayMisheck I believe in the Mighty name of Jesus Christ  Only",,,
"Religion0455","@folding_laundry There’s the Bronze Serpent built by the Israelites, the Seraphim close to God’s throne are serpents, &amp; Christ says to be as “Wise as Serpents”",,,
"Religion0456","#Christianity is not a religion.  It is a personal relationship with #Jesus/Yeshua - the ""King of Kings"" and ""Lord of Lords!""",,,
"Religion0457","@StephenNolan @BBCNolan As a good God fearing Christian I'm sure Gregory understands James 4 17 ""So whoever knows the right thing to do and fails to do it, for him it is sin""
Gregory the sinner most make atonement.",,,
"Religion0458","Join the Lake Hills Church team as the Digital Pastor of Communications and Marketing and lead the virtual charge to its next level of effectiveness and reach.! Apply today. https://t.co/tVmYnEydpw https://t.co/jM7l28QMZX",,,
"Religion0459","Christ is Not Man but GOD. #PureDoctrinesOfChrist .",,,
"Religion0460","🙌🏾...... In the name of Jesus Christ 🙏🏾 https://t.co/HUXS8YDAsD",,,
"Religion0461","The Lord Jesus Christ IS NOT Michael the archangel. #PureDoctrinesOfChrist .",,,
"Religion0462","@_Hussayn_ yeah there are atheists and people in other religions other than Christianity and Islam",,,
"Religion0463","As Christians, its our duty to pray for Israel

John 4:22 You worship what you do not know; we know what we worship, for salvation is of the Jews.",,,
"Religion0464","“A Christian is a renewed person, and renewal is achieved through the intervention of the spirit of God.” #PureDoctrinesOfChrist .",,,
"Religion0465","You have to believe that God is a good God that wants to supply you with all your needs in your life.
There are some 'religious' Christians that believe that you cannot do things for rewards. 
This is wrong believing. 
God is a Rewarder!",,,
"Religion0466","And stop using Christ's name to justify sodomy, false pride, and discarding morality and virtue. JUST. STOP. https://t.co/N1evtrKBIY",,,
"Religion0467","Ready or not - Jesus Christ is coming back",,,
"Religion0468","@megswifelife I hate that people don't understand the separation of church and state 😒",,,
"Religion0469","“Jesus Christ is a no-nonsense savior. He will not give Himself for the sake of the Church if it is not important and dear to Him.” #PureDoctrinesOfChrist .",,,
"Religion0470","You will posses your possessions in the mighty name of JESUS CHRIST",,,
"Religion0471","One reason I haven't returned to church since my short-lived resumption in September. https://t.co/7dEgRIiwyD",,,
"Religion0472","“For God is not the author of confusion, but of peace, such as in all churches of the saints.” – I Cor. 14:33 #PureDoctrinesOfChrist",,,
"Religion0473","Neutral Eagles from Hell, a christian post- metal band",,,
"Religion0474","@Marc__Stevenson He is a Christian, supposedly.",,,
"Religion0475","@chrismullinexmp Nope it's real. Fundamentalist evangelical Christians of the most extreme kind are part of the Trump package.",,,
"Religion0476","@Dams_Lefty @Cico_j @marley7564 @piersmorgan I think you could make a strong Christian argument for the right to free speech, and for people being held to account for what they say as well. The notion that Jesus is pro gun rights is clearly absurd and antithetical to the gospel.",,,
"Religion0477","Bible in a year Reading Plan
John 11-12",,,
"Religion0478","Catholics urged to join nationwide daily prayer as England enters second lockdown https://t.co/anwjilEoBm https://t.co/N7i7YUBgXb",,,
"Religion0479","@dallascampbell @ianmcque In the name of Jesus Christ I command you, you spirit of Satan, to depart without doing more harm to Americans, or anyone else in this house!",,,
"Religion0480","@frjonathanbish @pmphillips @EdwardBGreen @ChurchTimes I wouldn’t go as far as you, and would note that even those orthodox Christians would usually refer to other activities as worship too. But they would all agree that worship finds its pinnacle in the Eucharist, ideally celebrated with the faithful.",,,
"Religion0481","@nobletolu Performance Christianity bro.. isn’t that obvious?",,,
"Religion0482","This is why God said judgement will start from the church because hmm.",,,
"Religion0483","@desireedlk The ways of God, are never the ways of man, let his will prevail just stay focused on your faith in Christ.",,,
"Religion0484","If it were a jewish or christian woman the whole world would be on fire.",,,
"Religion0485","Wow. I see Christian on your bio. That might be a portion you’d like to delete. https://t.co/VyOhAM0ZUQ",,,
"Religion0486","@Otusorochukwu This may be doom for Christians",,,
"Religion0487","@MckayMisheck Lord lead me to follow your path in the Mighty name of Jesus Christ AMEN",,,
"Religion0488","@RudyCerda Although things can be very difficult in the future for us Christians...I truly feel God is showing the wheat from the tares and purifying His church! May it all glorify Him. Praying for you...that this burden you carry may be lifted and that you feel peace and comfort!",,,
"Religion0489","@mazi_fabian @realDonaldTrump Not sure Trump is too close to God. Which candidate went to Church on Election Day?",,,
"Religion0490","@heritageIOM @BiosphereIOM All Saints Church in Lonan is my favourite.",,,
"Religion0491","this is coming from a former christian",,,
"Religion0492","christians are a disease https://t.co/qwVrp29OOQ",,,
"Religion0493","@mx7withmbb They were kshdjshsj. The conversation was about a person who was Catholic &amp; someone said they were Christian &amp; that person I was talking about in the tweet went absolutely crazy saying how ""they're NOT Christian, they're CATHOLIC"" like... If ur Catholic ur Christian. 👁️👄👁️",,,
"Religion0494","@frjonathanbish @tifferrobinson @EdwardBGreen @ChurchTimes How can you say that worship in a church building is the principal sense of the word used by orthodox Christians. That's not the case. Most Christians are not limited to Anglican Temple Ecclesiology. How about John 4. The Greek word in the NT cannot be limited this way.",,,
"Religion0495","Bear one another's burderns and so fulfill the law of Christ.
𝔾𝕒𝕝𝕒𝕥𝕚𝕒𝕟𝕤 6:2",,,
"Religion0496","@CNNPolitics @andersoncooper 

The Most Powerful One on earth and the rest of the universe IS The Lord Jesus Christ !

Acts 17:24-31 KJV https://t.co/QBZ8BtYMBD",,,
"Religion0497","People will see God in us by the fruit we bear. 

As Christians, we should be so full of love and light that people are drawn to the Gospel.

Many Christians have forgotten about love. When you seek God’s face, you see how He loves &amp; you begin to love as He loves.",,,
"Religion0498","Every US election divides Christians along racial lines. 

It is time for the church to have serious conversations about Christianity. 

Republicans aren’t the only people who love God.",,,
"Religion0499","@spicywinglets @rooshv That’s not very Christian of you. 

Tell you what, I’ll turn the other cheek. 

Paul isn’t Christ. He wrote some wild shit tho, didn’t he?",,,
"Religion0500","'...I don't usually attend church or anything, but... I want to pray at times like these... Is it bad to do it like that? Will I get punished?'",,,
"Religion0501","@LabyrinthWeaver Fake Christians hailing Satan.",,,
"Religion0502","The moderate Muslim must address the reality of many lived Islams - The Indian Express https://t.co/62oev9taRD #indianews #realindia - ""india christian news"" - Google News, IFTTT",,,
"Religion0503","@MondasianChrist Thank you Christ!!!!❤️❤️❤️",,,
"Religion0504","Thank you Lord Jesus Christ for a new year in my life. Happy birthday David 🕺 https://t.co/vGVMXiSPQs",,,
"Religion0505","Christ is coming",,,
"Religion0506","@Jay_D007 I should see if my local Coptic Church is open and seriously convert to Orthodoxy.",,,
"Religion0507","If you hear some prayer points, fear won't let you go to some churches again. Which one is ""father may I be useless to my enemies?""

If you're useless, you're useless abeg.",,,
"Religion0508","@vyxel_ @liberty_koltist LOL it’s because it’s the consensus among us. However, Jews are an ethnoreligion, so you can still be a Jew ethnically and have whatever religious beliefs you want.

But yeah, accepting Yeshua ha Notzri/Jesus Christ or whatever his name was as the messiah is a big no-no.",,,
"Religion0509","@EVNG_RYAN24 Not all people here in the Philippines are Christians or Catholics. There are Muslims, Buddhists, Taoists and atheists or agnostics.",,,
"Religion0510","@drkhighania @Mr_Juise @realDonaldTrump I wonder! I never heard that Christianity doesn’t say about self defense!",,,
"Religion0511","🚨UPDATE: They had to put 3 Stints in and the artery on the front of the heart was 99% Blocked. We caught it early. Thank you Lord Jesus Christ, in Gods name we pray🙏✝️❤️ Thanks for all the prayers ❤️❤️❤️",,,
"Religion0512","Meehn!! sometimes what people do for Christianity 😑😐. Now if God doesn't answer those 'prayers'. What theories will they use for justification? Someone attend those churches for us.
@andynyabwa
#Election2020
#JoeBidenKamalaHarris2020",,,
"Religion0513","@Rosenthorny @i_suck_at_lifee I assume you meant sinning. What exactly is my sin? Not to say that I don't sin. I do. The difference is that I meet my sin with repentance and faith in Christ's sacrifice for forgiveness and redemption.",,,
"Religion0514","So much hatred from, ostensibly, Christian mouths only shows how far they are from God and Jesus!
They have long since left the path of faith in God and follow Mammon, an antichrist, or the evil one, or whatever you want to call it !! In any case no longer an Abrahamic religion!!",,,
"Religion0515","#scary I don't want to meet Paula White. She's #insane. As a Christian I have to say, keep spirituality privat, don't use it as a politician, otherwise you're on the road to extremism like islamists. https://t.co/AWkKjZXhoi",,,
"Religion0516","@SueletteD This makes more sense. I am a Christian, but this is completely in violation of what Christ stood for. After all, he could have had rallies with politicians and Pharisees. That would have gained him power/prevented his crucifixion. What she is doing is blasphemy and disgusting",,,
"Religion0517","Very true sir!

It's so unfortunate how it has been hijacked by the church as a form of worship. There by losing out on our main assignment and command by the master Jesus- the call to make disciples of all men and spreading the Gospel! Matthew 28:19-20 https://t.co/2S7YkNtfDM",,,
"Religion0518","@antnyvlz In the name of God the Father
+ In the name of God the Son
+ In the name of God the Holy Spirit
+ In the name of Jesus Christ, the only Lord
and Savior
+ In the Name of the Blessed Virgin Mary, His and our Mother
I command you Satan and all vain and lustful spirit;",,,
"Religion0519","Friday of the 31st Week (Phil 3:17-4:1; Lk 16:1-8): We exercise our heavenly citizenship by conforming ourselves in discipleship to Christ.",,,
"Religion0520","@_HelenDale I SENSE THE UK IS LOSING ITS FAITH altogether  rampant atheisms  JESUS DIED FOR OUR SINS   everybody forgot the churches distorted the truth",,,
"Religion0521","@ranganaathan My Respect to Lord Christ, since I studied in Jesuit school in Bangalore in 70's , this kind of hypocrisy was never entertained by true Christians, this phenomenon has been started by Cooli Padai pastors in TN, all unemployed, Illiterate of Christian teachings.",,,
"Religion0522","Lord, you have blessed us with a hunger and thirst for righteousness. Help us to remember that though the doors of the church are closed, its mission continues; sharing the gift of your Gospel of salvation with the world.

https://t.co/ww54uzUtf6 https://t.co/5PJw0qoUty",,,
"Religion0523","Religion talks can go on for decades for one why is there more one than one bible , secondly Christians they have too many secrets for me 😭",,,
"Religion0524","@pmphillips @tifferrobinson @EdwardBGreen @ChurchTimes Public worship is banned, which is the principal sense in which the word 'worship' is used by orthodox Christians. The means by which we become and remain the body of Christ are banned, so the headline is correct.",,,
